Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,141,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,142,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,143,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,144,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,145,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,146,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,147,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,148,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,149,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,150,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,151,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,152,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
47,No,Non-Travel,543,Sales,2,4,Marketing,1,153,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,154,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,155,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,156,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,157,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,158,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,159,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,160,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,161,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,162,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
31,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,163,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,164,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,165,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,166,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,167,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,168,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
21,No,Non-Travel,895,Sales,9,2,Medical,1,169,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,170,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,171,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,172,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,173,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
30,No,Non-Travel,1398,Sales,22,4,Other,1,174,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,175,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,176,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,177,2,Male,46,4,2,Laboratory Technician,3,Married,3407,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,178,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,179,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,180,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,181,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,182,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,183,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,184,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,185,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,186,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,187,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,188,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,189,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,190,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,191,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,192,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,193,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,194,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,195,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,196,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,197,2,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,198,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,199,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,200,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,201,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,202,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,203,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,204,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,205,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,206,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,207,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,208,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,209,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,210,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,211,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,212,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,213,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,214,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,215,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,216,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,217,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,218,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,219,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,220,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,221,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,222,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,223,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,224,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,225,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,226,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,227,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,228,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,229,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,230,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,231,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
30,No,Travel_Rarely,231,Sales,8,2,Other,1,232,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,233,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,234,1,Male,97,3,2,Laboratory Technician,3,Single,2272,24812,0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,235,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,236,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,237,4,Male,49,3,1,Research Scientist,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,238,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
35,No,Travel_Rarely,464,Research & Development,4,2,Other,1,239,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,240,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,241,4,Male,40,3,3,Healthcare Representative,4,Married,10124,18611,2,Y,Yes,14,3,3,80,1,24,3,1,20,8,13,9
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,242,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,243,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,244,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,245,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,246,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,247,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,248,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,249,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,250,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,251,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,252,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,253,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,254,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,255,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,256,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,257,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,258,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,259,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,260,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,261,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,262,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,263,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,264,1,Male,46,3,2,Sales Executive,1,Married,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,265,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,266,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,267,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,268,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,269,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,270,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,271,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,272,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,273,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,274,4,Male,30,3,2,Healthcare Representative,3,Married,4035,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,275,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
45,No,Non-Travel,336,Sales,26,3,Marketing,1,276,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,277,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,278,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,279,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,280,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,281,3,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,282,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,283,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
